listings_x,price_sum_x,price_mean_x,price_median,price_std_x,lq_x,uq_x,listings_y,price_sum_y,price_mean_y,price_std_y,lq_y,uq_y,change_listings,change_price_sum,change_price_mean,change_price_std,change_lq,change_uq,LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,latitude,longitude,geometry,medianincome,house_price_year_ending_dec_2016,house_price_year_ending_mar_2021,house_price_change_16to21,deprivation,gent
19,2627,138.2631579,87,215.2917509,59,121,0,0,0,0,0,0,19,2627,138.26,87,215.29,59,E01002407,Hillingdon 030A,E02000523,Hillingdon 030,E09000017,Hillingdon,E12000007,London,2354,2269,85,48.4,725,3.1,509903.7689,179247.9526,POINT (509903.7689 179247.9526),31650,225000,410000,185000,4,0.58
4,302,75.5,43.5,77.03029707,28.25,90.75,0,0,0,0,0,0,4,302,75.5,43.5,77.03,28.25,E01002408,Hillingdon 019A,E02000512,Hillingdon 019,E09000017,Hillingdon,E12000007,London,1527,1527,0,75.9,629,2.4,507630.8267,181995.3496,POINT (507630.8267 181995.3496),32570,314000,392500,78500,3,0.41
5,507,101.4,80,86.42800472,42,95,0,0,0,0,0,0,5,507,101.4,80,86.43,42,E01002410,Hillingdon 017A,E02000510,Hillingdon 017,E09000017,Hillingdon,E12000007,London,1694,1694,0,41.6,638,2.7,507376.4407,182457.8784,POINT (507376.4407 182457.8784),36930,382500,440000,57500,6,0.38
6,443,73.83333333,58,55.19933574,43.25,68.25,0,0,0,0,0,0,6,443,73.83,58,55.2,43.25,E01002412,Hillingdon 017B,E02000510,Hillingdon 017,E09000017,Hillingdon,E12000007,London,2291,2261,30,32.1,822,2.8,506757.1099,181940.6421,POINT (506757.1099 181940.6421),38480,427500,461250,33750,7,0.46
2,231,115.5,115.5,48.7903679,98.25,132.75,0,0,0,0,0,0,2,231,115.5,115.5,48.79,98.25,E01002413,Hillingdon 022B,E02000515,Hillingdon 022,E09000017,Hillingdon,E12000007,London,1530,1530,0,49.3,594,2.6,505683.5997,181273.764,POINT (505683.5997 181273.764),33050,366000,395000,29000,3,0.49
2,72,36,36,5.656854249,34,38,0,0,0,0,0,0,2,72,36,36,5.66,34,E01002414,Hillingdon 015A,E02000508,Hillingdon 015,E09000017,Hillingdon,E12000007,London,3314,1180,2134,36.1,527,2.2,506320.843,182703.0757,POINT (506320.843 182703.0757),37010,359750,427500,67750,8,0.57
4,136,34,35.5,6.683312552,31,38.5,1,32,32,0,32,32,3,104,2,35.5,-25.32,-1,E01002415,Hillingdon 010A,E02000503,Hillingdon 010,E09000017,Hillingdon,E12000007,London,1710,1710,0,63.6,643,2.7,511004.6252,186319.7853,POINT (511004.6252 186319.7853),43640,460000,513500,53500,9,0.37
3,60,20,22,6.244997998,17.5,23.5,1,38,38,0,38,38,2,22,-18,22,-31.76,-20.5,E01002416,Hillingdon 008A,E02000501,Hillingdon 008,E09000017,Hillingdon,E12000007,London,1741,1741,0,84.3,593,2.9,511362.5732,186235.501,POINT (511362.5732 186235.501),42560,520000,538000,18000,9,0.39
3,139,46.33333333,30,33.6204303,27,57.5,2,247,123.5,129.400541,77.75,169.25,1,-108,-77.17,-99.4,-44.13,-142.25,E01002417,Hillingdon 008B,E02000501,Hillingdon 008,E09000017,Hillingdon,E12000007,London,1596,1596,0,49.3,638,2.5,510817.5868,187516.3003,POINT (510817.5868 187516.3003),44350,447500,591080,143580,9,0.41
3,143,47.66666667,50,9.712534856,43.5,53,1,30,30,0,30,30,2,113,17.67,50,-20.29,13.5,E01002419,Hillingdon 006B,E02000499,Hillingdon 006,E09000017,Hillingdon,E12000007,London,1531,1531,0,51.8,611,2.5,511318.5311,187267.2771,POINT (511318.5311 187267.2771),44560,330500,525000,194500,10,0.38
4,124,31,30.5,11.04536102,27,34.5,0,0,0,0,0,0,4,124,31,30.5,11.05,27,E01002422,Hillingdon 018A,E02000511,Hillingdon 018,E09000017,Hillingdon,E12000007,London,1436,1436,0,74.2,494,2.9,509518.9721,182473.4141,POINT (509518.9721 182473.4141),36330,415000,428000,13000,6,0.45
3,160,53.33333333,38,31.89566324,35,64,0,0,0,0,0,0,3,160,53.33,38,31.9,35,E01002425,Hillingdon 018D,E02000511,Hillingdon 018,E09000017,Hillingdon,E12000007,London,1795,1795,0,49.8,613,2.9,509141.6403,182857.8947,POINT (509141.6403 182857.8947),34160,390000,442500,52500,4,0.45
3,181,60.33333333,60,28.50146195,46,74.5,0,0,0,0,0,0,3,181,60.33,60,28.5,46,E01002428,Hillingdon 018F,E02000511,Hillingdon 018,E09000017,Hillingdon,E12000007,London,1470,1464,6,25.2,496,3,509489.2859,183296.5667,POINT (509489.2859 183296.5667),37560,435000,457500,22500,7,0.41
2,51,25.5,25.5,0.707106781,25.25,25.75,0,0,0,0,0,0,2,51,25.5,25.5,0.71,25.25,E01002429,Hillingdon 019C,E02000512,Hillingdon 019,E09000017,Hillingdon,E12000007,London,1413,1413,0,38.2,498,2.8,508559.2681,183020.9588,POINT (508559.2681 183020.9588),34350,237000,410000,173000,3,0.35
2,56,28,28,4.242640687,26.5,29.5,1,252,252,0,252,252,1,-196,-224,28,-247.76,-225.5,E01002430,Hillingdon 007A,E02000500,Hillingdon 007,E09000017,Hillingdon,E12000007,London,1469,1469,0,16.1,524,2.8,509586.2698,188406.4487,POINT (509586.2698 188406.4487),49760,831000,902500,71500,9,0.35
7,436,62.28571429,60,14.25615991,52.5,70.5,4,249,62.25,28.5,44,68.75,3,187,0.04,31.5,-29.74,-16.25,E01002433,Hillingdon 004A,E02000497,Hillingdon 004,E09000017,Hillingdon,E12000007,London,1826,1823,3,39.6,782,2.3,510621.1052,188395.8326,POINT (510621.1052 188395.8326),42800,400000,414000,14000,6,0.29
2,195,97.5,97.5,60.1040764,76.25,118.75,0,0,0,0,0,0,2,195,97.5,97.5,60.1,76.25,E01002437,Hillingdon 006E,E02000499,Hillingdon 006,E09000017,Hillingdon,E12000007,London,1469,1469,0,34,608,2.4,511223.34,188673.0685,POINT (511223.34 188673.0685),48080,675000,765000,90000,10,0.39
4,196,49,45,23.9582971,32.75,61.25,0,0,0,0,0,0,4,196,49,45,23.96,32.75,E01002441,Hillingdon 003D,E02000496,Hillingdon 003,E09000017,Hillingdon,E12000007,London,1550,1506,44,2.2,667,2.3,506178.8631,188726.5103,POINT (506178.8631 188726.5103),37950,406000,380000,-26000,4,0.52
10,538,53.8,39,37.63213757,39,40,0,0,0,0,0,0,10,538,53.8,39,37.63,39,E01002443,Hillingdon 032A,E02000525,Hillingdon 032,E09000017,Hillingdon,E12000007,London,1625,1625,0,6.2,547,3,509683.2047,177107.8724,POINT (509683.2047 177107.8724),34480,309897,300000,-9897,5,0.53
9,684,76,60,52.26375417,40,95,0,0,0,0,0,0,9,684,76,60,52.26,40,E01002446,Hillingdon 031B,E02000524,Hillingdon 031,E09000017,Hillingdon,E12000007,London,1612,1562,50,8.3,592,2.6,506637.152,178053.9911,POINT (506637.152 178053.9911),35620,410000,470000,60000,4,0.51
28,11321,404.3214286,59,641.6662946,48,200.5,0,0,0,0,0,0,28,11321,404.32,59,641.67,48,E01002447,Hillingdon 031C,E02000524,Hillingdon 031,E09000017,Hillingdon,E12000007,London,1697,1696,1,9,623,2.7,507794.7622,177578.566,POINT (507794.7622 177578.566),33830,210000,250000,40000,4,0.54
4,233,58.25,39,40.53290844,37.5,59.75,0,0,0,0,0,0,4,233,58.25,39,40.53,37.5,E01002448,Hillingdon 032B,E02000525,Hillingdon 032,E09000017,Hillingdon,E12000007,London,1957,1957,0,27.3,765,2.6,508737.9245,177950.4165,POINT (508737.9245 177950.4165),33610,252475,345000,92525,5,0.49
19,1890,99.47368421,49,108.2062683,47,121,0,0,0,0,0,0,19,1890,99.47,49,108.21,47,E01002449,Hillingdon 032C,E02000525,Hillingdon 032,E09000017,Hillingdon,E12000007,London,1772,1768,4,46.6,710,2.5,508628.939,177172.9196,POINT (508628.939 177172.9196),33200,213475,305000,91525,5,0.51
4,280,70,42.5,66.48809417,36.5,76,0,0,0,0,0,0,4,280,70,42.5,66.49,36.5,E01002452,Hillingdon 014C,E02000507,Hillingdon 014,E09000017,Hillingdon,E12000007,London,1539,1539,0,45,500,3.1,507951.2622,184650.5363,POINT (507951.2622 184650.5363),40390,462500,507500,45000,8,0.41
2,109,54.5,54.5,34.64823228,42.25,66.75,0,0,0,0,0,0,2,109,54.5,54.5,34.65,42.25,E01002453,Hillingdon 014D,E02000507,Hillingdon 014,E09000017,Hillingdon,E12000007,London,1692,1692,0,62.7,599,2.8,507927.2958,183681.6501,POINT (507927.2958 183681.6501),38530,447000,438500,-8500,8,0.42
2,138,69,69,43.84062043,53.5,84.5,0,0,0,0,0,0,2,138,69,69,43.84,53.5,E01002454,Hillingdon 014E,E02000507,Hillingdon 014,E09000017,Hillingdon,E12000007,London,1777,1777,0,10.8,661,2.7,508996.1281,183995.9343,POINT (508996.1281 183995.9343),36380,402500,412500,10000,5,0.44
2,92,46,46,8.485281374,43,49,0,0,0,0,0,0,2,92,46,46,8.49,43,E01002455,Hillingdon 019D,E02000512,Hillingdon 019,E09000017,Hillingdon,E12000007,London,1728,1724,4,47.1,652,2.6,508113.7251,182671.7819,POINT (508113.7251 182671.7819),35860,380000,355000,-25000,5,0.48
2,66,33,33,9.899494937,29.5,36.5,0,0,0,0,0,0,2,66,33,33,9.9,29.5,E01002457,Hillingdon 019E,E02000512,Hillingdon 019,E09000017,Hillingdon,E12000007,London,1560,1560,0,68.6,517,3,507836.2192,182831.9965,POINT (507836.2192 182831.9965),33580,400500,372500,-28000,3,0.45
2,130,65,65,21.21320344,57.5,72.5,0,0,0,0,0,0,2,130,65,65,21.21,57.5,E01002458,Hillingdon 011A,E02000504,Hillingdon 011,E09000017,Hillingdon,E12000007,London,1416,1416,0,14.6,543,2.6,506919.2856,186678.8144,POINT (506919.2856 186678.8144),48540,620000,720000,100000,9,0.3
3,219,73,30,74.47818473,30,94.5,0,0,0,0,0,0,3,219,73,30,74.48,30,E01002460,Hillingdon 011C,E02000504,Hillingdon 011,E09000017,Hillingdon,E12000007,London,1338,1338,0,35,597,2.2,507857.3141,185972.5054,POINT (507857.3141 185972.5054),46010,510000,635000,125000,9,0.4
2,90,45,45,7.071067812,42.5,47.5,0,0,0,0,0,0,2,90,45,45,7.07,42.5,E01002461,Hillingdon 013A,E02000506,Hillingdon 013,E09000017,Hillingdon,E12000007,London,1435,1435,0,5.7,516,2.8,505870.9659,186472.3854,POINT (505870.9659 186472.3854),49620,851500,801000,-50500,8,0.47
2,94,47,47,9.899494937,43.5,50.5,0,0,0,0,0,0,2,94,47,47,9.9,43.5,E01002462,Hillingdon 011D,E02000504,Hillingdon 011,E09000017,Hillingdon,E12000007,London,1418,1418,0,34,506,2.8,506916.2708,186006.0603,POINT (506916.2708 186006.0603),48770,580000,423750,-156250,9,0.45
3,77,25.66666667,25,1.154700538,25,26,0,0,0,0,0,0,3,77,25.67,25,1.15,25,E01002469,Hillingdon 010D,E02000503,Hillingdon 010,E09000017,Hillingdon,E12000007,London,1670,1670,0,72,631,2.6,510093.8854,186667.4219,POINT (510093.8854 186667.4219),43650,475000,485000,10000,9,0.49
5,398,79.6,69,71.38137012,30,80,1,32,32,0,32,32,4,366,47.6,69,39.38,-2,E01002470,Hillingdon 007D,E02000500,Hillingdon 007,E09000017,Hillingdon,E12000007,London,1684,1658,26,43.8,702,2.4,509879.2442,187162.1338,POINT (509879.2442 187162.1338),42990,405000,625000,220000,8,0.46
9,619,68.77777778,50,39.12728517,40,76,0,0,0,0,0,0,9,619,68.78,50,39.13,40,E01002472,Hillingdon 002A,E02000495,Hillingdon 002,E09000017,Hillingdon,E12000007,London,1571,1476,95,29.2,771,1.9,508830.5998,191229.7503,POINT (508830.5998 191229.7503),42380,650000,449975,-200025,9,0.52
3,181,60.33333333,60,7.505553499,56.5,64,0,0,0,0,0,0,3,181,60.33,60,7.51,56.5,E01002473,Hillingdon 001A,E02000494,Hillingdon 001,E09000017,Hillingdon,E12000007,London,1547,1547,0,4,636,2.4,507882.2267,190369.0671,POINT (507882.2267 190369.0671),54180,871250,1475000,603750,6,0.38
2,95,47.5,47.5,2.121320344,46.75,48.25,0,0,0,0,0,0,2,95,47.5,47.5,2.12,46.75,E01002475,Hillingdon 001B,E02000494,Hillingdon 001,E09000017,Hillingdon,E12000007,London,1497,1455,42,19.8,692,2.1,507831.6636,191722.7233,POINT (507831.6636 191722.7233),44390,594500,525000,-69500,6,0.42
4,452,113,131,45.8403025,108,136,0,0,0,0,0,0,4,452,113,131,45.84,108,E01002479,Hillingdon 004C,E02000497,Hillingdon 004,E09000017,Hillingdon,E12000007,London,1702,1644,58,21.7,628,2.6,509694.8275,189445.5391,POINT (509694.8275 189445.5391),40690,495000,610000,115000,5,0.43
3,265,88.33333333,95,20.81665999,80,100,0,0,0,0,0,0,3,265,88.33,95,20.82,80,E01002481,Hillingdon 004E,E02000497,Hillingdon 004,E09000017,Hillingdon,E12000007,London,1633,1633,0,44.5,659,2.5,510356.9832,189338.7776,POINT (510356.9832 189338.7776),40330,510000,525000,15000,5,0.5
4,152,38,38.5,2.160246899,37.25,39.25,0,0,0,0,0,0,4,152,38,38.5,2.16,37.25,E01002484,Hillingdon 002E,E02000495,Hillingdon 002,E09000017,Hillingdon,E12000007,London,1424,1424,0,60.5,585,2.4,510030.442,190885.0708,POINT (510030.442 190885.0708),40510,495000,536000,41000,5,0.46
6,249,41.5,40,14.88287607,32.5,40,0,0,0,0,0,0,6,249,41.5,40,14.88,32.5,E01002488,Hillingdon 030B,E02000523,Hillingdon 030,E09000017,Hillingdon,E12000007,London,1729,1729,0,57.2,533,3.2,508789.1614,178943.1102,POINT (508789.1614 178943.1102),34090,390000,437500,47500,5,0.41
3,190,63.33333333,38,49.16638418,35,79,0,0,0,0,0,0,3,190,63.33,38,49.17,35,E01002489,Hillingdon 030C,E02000523,Hillingdon 030,E09000017,Hillingdon,E12000007,London,1824,1814,10,67.7,537,3.4,509447.5046,179048.2951,POINT (509447.5046 179048.2951),33510,380000,387750,7750,6,0.49
6,606,101,97,62.69928229,55.5,132.5,0,0,0,0,0,0,6,606,101,97,62.7,55.5,E01002490,Hillingdon 030D,E02000523,Hillingdon 030,E09000017,Hillingdon,E12000007,London,2082,2076,6,62.1,656,3.2,509003.7943,178677.2169,POINT (509003.7943 178677.2169),33230,425000,375000,-50000,4,0.5
2,55,27.5,27.5,2.121320344,26.75,28.25,0,0,0,0,0,0,2,55,27.5,27.5,2.12,26.75,E01002493,Hillingdon 032E,E02000525,Hillingdon 032,E09000017,Hillingdon,E12000007,London,1868,1868,0,105.5,601,3.1,509466.9955,178566.449,POINT (509466.9955 178566.449),31110,325000,330000,5000,3,0.48
14,1459,104.2142857,108.5,45.57357293,67.75,127,3,122,40.66666667,8.326663998,36,44,11,1337,63.55,100.17,9.57,23.75,E01002497,Hillingdon 033B,E02006796,Hillingdon 033,E09000017,Hillingdon,E12000007,London,1832,1832,0,27.2,759,2.4,511255.2084,185367.1413,POINT (511255.2084 185367.1413),38430,400000,405000,5000,6,0.55
2,497,248.5,248.5,299.1061684,142.75,354.25,1,44,44,0,44,44,1,453,204.5,248.5,255.11,98.75,E01002498,Hillingdon 033C,E02006796,Hillingdon 033,E09000017,Hillingdon,E12000007,London,1416,1416,0,35.8,516,2.7,511573.6765,185758.1889,POINT (511573.6765 185758.1889),40920,512500,535000,22500,9,0.42
3,216,72,36,76.62897624,28,98,1,127,127,0,127,127,2,89,-55,36,-50.37,-99,E01002499,Hillingdon 033D,E02006796,Hillingdon 033,E09000017,Hillingdon,E12000007,London,1705,1705,0,7.5,678,2.5,510642.7733,184521.4566,POINT (510642.7733 184521.4566),38580,351000,420000,69000,7,0.5
5,252,50.4,45,28.71933147,25,70,0,0,0,0,0,0,5,252,50.4,45,28.72,25,E01002503,Hillingdon 027C,E02000520,Hillingdon 027,E09000017,Hillingdon,E12000007,London,1681,1679,2,87.6,497,3.4,510144.5574,180315.6198,POINT (510144.5574 180315.6198),31440,370000,457500,87500,3,0.49
7,395,56.42857143,40,30.43494232,35.5,77.5,0,0,0,0,0,0,7,395,56.43,40,30.43,35.5,E01002504,Hillingdon 027D,E02000520,Hillingdon 027,E09000017,Hillingdon,E12000007,London,2024,1955,69,45.2,726,2.7,509532.36,181012.2839,POINT (509532.36 181012.2839),33240,275000,378000,103000,4,0.46
2,217,108.5,108.5,40.30508653,94.25,122.75,1,101,101,0,101,101,1,116,7.5,108.5,-60.69,-6.75,E01002505,Hillingdon 026D,E02000519,Hillingdon 026,E09000017,Hillingdon,E12000007,London,1694,1694,0,23.9,682,2.5,511082.6901,180561.3906,POINT (511082.6901 180561.3906),29890,245000,250000,5000,2,0.42
4,818,204.5,240,124.5833055,144.5,300,0,0,0,0,0,0,4,818,204.5,240,124.58,144.5,E01002506,Hillingdon 027E,E02000520,Hillingdon 027,E09000017,Hillingdon,E12000007,London,1836,1831,5,64.5,643,2.8,510044.0876,179769.5902,POINT (510044.0876 179769.5902),29780,249000,400000,151000,3,0.5
3,200,66.66666667,45,51.07184482,37.5,85,0,0,0,0,0,0,3,200,66.67,45,51.07,37.5,E01002509,Hillingdon 017D,E02000510,Hillingdon 017,E09000017,Hillingdon,E12000007,London,1452,1448,4,31.9,502,2.9,506855.2878,183329.1716,POINT (506855.2878 183329.1716),42130,590000,665000,75000,9,0.4
7,575,82.14285714,50,77.88116711,32.5,95,0,0,0,0,0,0,7,575,82.14,50,77.88,32.5,E01002512,Hillingdon 013C,E02000506,Hillingdon 013,E09000017,Hillingdon,E12000007,London,1741,1700,41,14.6,647,2.6,506231.9926,184987.6174,POINT (506231.9926 184987.6174),46300,550000,423000,-127000,9,0.43
4,125,31.25,31,8.057087977,25.25,37,0,0,0,0,0,0,4,125,31.25,31,8.06,25.25,E01002513,Hillingdon 013D,E02000506,Hillingdon 013,E09000017,Hillingdon,E12000007,London,1341,1341,0,23.6,544,2.5,507201.4447,184727.0626,POINT (507201.4447 184727.0626),45250,575000,597500,22500,7,0.47
8,368,46,50,11.77163661,42,51,0,0,0,0,0,0,8,368,46,50,11.77,42,E01002514,Hillingdon 015C,E02000508,Hillingdon 015,E09000017,Hillingdon,E12000007,London,1876,1876,0,65.8,885,2.1,505504.3669,184654.4692,POINT (505504.3669 184654.4692),40530,364975,372500,7525,7,0.5
6,593,98.83333333,83.5,42.10186061,76,101.5,0,0,0,0,0,0,6,593,98.83,83.5,42.1,76,E01002515,Hillingdon 015D,E02000508,Hillingdon 015,E09000017,Hillingdon,E12000007,London,1608,1608,0,25.8,718,2.2,506202.0181,184193.5346,POINT (506202.0181 184193.5346),38590,355000,465000,110000,4,0.48
3,159,53,67,28.68797658,43.5,69.5,0,0,0,0,0,0,3,159,53,67,28.69,43.5,E01002519,Hillingdon 022D,E02000515,Hillingdon 022,E09000017,Hillingdon,E12000007,London,1491,1485,6,23.4,719,2.1,505118.3053,181606.5872,POINT (505118.3053 181606.5872),33110,223475,322500,99025,3,0.5
3,363,121,133,36.51027253,106.5,141.5,0,0,0,0,0,0,3,363,121,133,36.51,106.5,E01002520,Hillingdon 016B,E02000509,Hillingdon 016,E09000017,Hillingdon,E12000007,London,1549,1549,0,30.6,603,2.6,504845.4505,183309.8815,POINT (504845.4505 183309.8815),36160,340000,380000,40000,5,0.58
3,178,59.33333333,45,24.82606158,45,66.5,0,0,0,0,0,0,3,178,59.33,45,24.83,45,E01002521,Hillingdon 016C,E02000509,Hillingdon 016,E09000017,Hillingdon,E12000007,London,1716,1716,0,31.7,909,1.9,505162.4001,184049.373,POINT (505162.4001 184049.373),33790,361000,327500,-33500,3,0.52
4,152,38,38,9.831920803,34.25,41.75,0,0,0,0,0,0,4,152,38,38,9.83,34.25,E01002523,Hillingdon 016D,E02000509,Hillingdon 016,E09000017,Hillingdon,E12000007,London,1625,1625,0,96.6,549,3,505304.6156,183493.906,POINT (505304.6156 183493.906),36310,411600,463625,52025,6,0.56
8,521,65.125,52.5,42.11357942,38.75,80.5,0,0,0,0,0,0,8,521,65.13,52.5,42.11,38.75,E01002525,Hillingdon 029B,E02000522,Hillingdon 029,E09000017,Hillingdon,E12000007,London,1613,1566,47,31.7,647,2.4,506098.9319,179263.9932,POINT (506098.9319 179263.9932),36570,404500,445000,40500,5,0.46
18,1381,76.72222222,87,39.00046087,36.25,103.75,0,0,0,0,0,0,18,1381,76.72,87,39,36.25,E01002526,Hillingdon 028C,E02000521,Hillingdon 028,E09000017,Hillingdon,E12000007,London,1925,1917,8,64.6,635,3,506948.0145,179436.8361,POINT (506948.0145 179436.8361),32210,340000,392500,52500,3,0.46
17,2117,124.5294118,69,226.4967212,60,87,0,0,0,0,0,0,17,2117,124.53,69,226.5,60,E01002529,Hillingdon 029C,E02000522,Hillingdon 029,E09000017,Hillingdon,E12000007,London,2086,2085,1,81.2,771,2.7,506307.399,179844.7018,POINT (506307.399 179844.7018),34900,290000,407500,117500,5,0.51
4,287,71.75,53.5,53.77964299,41.25,84,0,0,0,0,0,0,4,287,71.75,53.5,53.78,41.25,E01002531,Hillingdon 029E,E02000522,Hillingdon 029,E09000017,Hillingdon,E12000007,London,1617,1593,24,47.3,644,2.5,505658.0456,179851.8746,POINT (505658.0456 179851.8746),35830,475000,450000,-25000,6,0.45
27,1495,55.37037037,36,37.96977355,30,76.5,0,0,0,0,0,0,27,1495,55.37,36,37.97,30,E01002532,Hillingdon 028E,E02000521,Hillingdon 028,E09000017,Hillingdon,E12000007,London,2289,2289,0,38.8,886,2.6,507246.4953,179671.8919,POINT (507246.4953 179671.8919),32300,432000,365000,-67000,3,0.51
3,334,111.3333333,48,120.2386516,42,149,0,0,0,0,0,0,3,334,111.33,48,120.24,42,E01002535,Hillingdon 007E,E02000500,Hillingdon 007,E09000017,Hillingdon,E12000007,London,1767,1743,24,43.2,828,2.1,509248.0728,187200.8336,POINT (509248.0728 187200.8336),44940,407500,413500,6000,9,0.5
2,126,63,63,31.11269837,52,74,0,0,0,0,0,0,2,126,63,63,31.11,52,E01002536,Hillingdon 009D,E02000502,Hillingdon 009,E09000017,Hillingdon,E12000007,London,1420,1342,78,36.3,609,2.2,508601.2071,186892.1705,POINT (508601.2071 186892.1705),44070,445500,430000,-15500,8,0.55
7,317,45.28571429,38,14.41890294,36,55,0,0,0,0,0,0,7,317,45.29,38,14.42,36,E01002537,Hillingdon 009E,E02000502,Hillingdon 009,E09000017,Hillingdon,E12000007,London,1404,1404,0,31.1,579,2.4,508207.624,186627.6158,POINT (508207.624 186627.6158),45120,514950,525000,10050,9,0.51
2,89,44.5,44.5,21.92031022,36.75,52.25,4,477,119.25,99.12744322,66.5,133.25,-2,-388,-74.75,-54.63,-44.58,-96.5,E01002541,Hillingdon 023A,E02000516,Hillingdon 023,E09000017,Hillingdon,E12000007,London,1949,1949,0,51.1,785,2.5,512265.0055,182166.0045,POINT (512265.0055 182166.0045),37600,320000,390000,70000,6,0.48
5,159,31.8,28,16.37681288,22,30,3,131,43.66666667,5.507570547,41,46.5,2,28,-11.87,22.49,-24.62,-24.5,E01002542,Hillingdon 020D,E02000513,Hillingdon 020,E09000017,Hillingdon,E12000007,London,1913,1906,7,108,665,2.9,511303.1311,182141.3917,POINT (511303.1311 182141.3917),31330,293000,405000,112000,3,0.45
7,189,27,27,3.055050463,25,29,1,38,38,0,38,38,6,151,-11,27,-34.94,-13,E01002543,Hillingdon 020E,E02000513,Hillingdon 020,E09000017,Hillingdon,E12000007,London,1728,1728,0,63.2,625,2.8,511596.4562,181985.0587,POINT (511596.4562 181985.0587),31800,330000,366000,36000,3,0.47
4,359,89.75,74,63.9133528,56.5,107.25,2,156,78,5.656854249,76,80,2,203,11.75,68.34,-12.09,-23.5,E01002544,Hillingdon 023B,E02000516,Hillingdon 023,E09000017,Hillingdon,E12000007,London,1678,1678,0,27.1,555,3,512187.8586,181475.3772,POINT (512187.8586 181475.3772),36970,389000,440000,51000,6,0.51
2,85,42.5,42.5,24.74873734,33.75,51.25,1,26,26,0,26,26,1,59,16.5,42.5,-1.25,7.75,E01002546,Hillingdon 023D,E02000516,Hillingdon 023,E09000017,Hillingdon,E12000007,London,1573,1567,6,82.2,449,3.5,511319.7895,181117.5957,POINT (511319.7895 181117.5957),35110,360000,410000,50000,5,0.44
5,275,55,39,31.16889475,39,50,0,0,0,0,0,0,5,275,55,39,31.17,39,E01002548,Hillingdon 025A,E02000518,Hillingdon 025,E09000017,Hillingdon,E12000007,London,1675,1675,0,14.5,657,2.5,507064.0177,180427.45,POINT (507064.0177 180427.45),31650,374000,426000,52000,3,0.42
2,60,30,30,0,30,30,0,0,0,0,0,0,2,60,30,30,0,30,E01002549,Hillingdon 025B,E02000518,Hillingdon 025,E09000017,Hillingdon,E12000007,London,1751,1743,8,29,672,2.6,507567.7623,181338.2957,POINT (507567.7623 181338.2957),35420,379500,405000,25500,5,0.45
2,66,33,33,0,33,33,0,0,0,0,0,0,2,66,33,33,0,33,E01002551,Hillingdon 025C,E02000518,Hillingdon 025,E09000017,Hillingdon,E12000007,London,1905,1905,0,59.9,641,3,506890.4221,181408.742,POINT (506890.4221 181408.742),32730,345000,347500,2500,4,0.47
8,1005,125.625,127.5,15.47290258,118,134.25,0,0,0,0,0,0,8,1005,125.63,127.5,15.47,118,E01002553,Hillingdon 025E,E02000518,Hillingdon 025,E09000017,Hillingdon,E12000007,London,1693,1688,5,89.4,603,2.8,506689.819,181045.875,POINT (506689.819 181045.875),32210,374750,387500,12750,2,0.44
21,1477,70.33333333,60,29.26659074,42,97,0,0,0,0,0,0,21,1477,70.33,60,29.27,42,E01002554,Hillingdon 022F,E02000515,Hillingdon 022,E09000017,Hillingdon,E12000007,London,2563,2543,20,20.6,1073,2.4,505505.3716,180571.9621,POINT (505505.3716 180571.9621),34230,291000,376000,85000,3,0.55
23,2056,89.39130435,50,62.85245286,40.5,135,0,0,0,0,0,0,23,2056,89.39,50,62.85,40.5,E01002555,Hounslow 022A,E02000547,Hounslow 022,E09000018,Hounslow,E12000007,London,1917,1917,0,26.7,681,2.8,509269.0686,174585.4134,POINT (509269.0686 174585.4134),34540,330000,383500,53500,6,0.47
2,120,60,60,28.28427125,50,70,0,0,0,0,0,0,2,120,60,60,28.28,50,E01002556,Hounslow 022B,E02000547,Hounslow 022,E09000018,Hounslow,E12000007,London,1681,1681,0,83.8,639,2.6,509467.0252,174131.5582,POINT (509467.0252 174131.5582),34080,312000,365000,53000,6,0.46
5,352,70.4,30,89.49189907,26,42,0,0,0,0,0,0,5,352,70.4,30,89.49,26,E01002557,Hounslow 023A,E02000548,Hounslow 023,E09000018,Hounslow,E12000007,London,1785,1785,0,52.8,743,2.4,508520.0018,173844.1301,POINT (508520.0018 173844.1301),32490,263748,360000,96252,4,0.41
4,151,37.75,35,18.30072858,27.25,45.5,0,0,0,0,0,0,4,151,37.75,35,18.3,27.25,E01002558,Hounslow 023B,E02000548,Hounslow 023,E09000018,Hounslow,E12000007,London,1945,1945,0,82.7,773,2.5,508925.4458,173851.8083,POINT (508925.4458 173851.8083),32240,270000,347000,77000,4,0.41
5,245,49,23,44.32268042,22,65,0,0,0,0,0,0,5,245,49,23,44.32,22,E01002559,Hounslow 023C,E02000548,Hounslow 023,E09000018,Hounslow,E12000007,London,2279,2274,5,9.6,857,2.7,507957.7739,173142.3396,POINT (507957.7739 173142.3396),32870,244000,397000,153000,4,0.47
